SAMPLE_ID,Source,Source_path,Question,Answer
TRAIN_081,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,가정폭력 피해자의 자립지원을 강화하기 위해 어떤 정책이 시행되었나요?,"가정폭력 피해자가 보호시설 퇴소시 피해 당사자에게 지원하는 자립지원금을 피해자의 동반아동까지 확대 지원하고, 가정폭력·성폭력·교제폭력 등 다양한 유형의 폭력 피해자를 지원할 수 있는 통합상담소를 확대하며, 성폭력 피해 아동·청소년의 2차 피해를 예방하기 위해 해바라기센터에서의 영상증인신문 지원을 확대하는 등의 정책이 시행되었습니다."
TRAIN_082,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,일반 청년을 위해 어떤 종합적인 지원이 제공되고 있는가?,"고용서비스, 일경험, 취업비용 부담경감 등 현장 체감형 사업이 종합 지원되고 있다. 대학일자리+센터를 통해 전문계고·대학재학생 맞춤형 고용서비스가 대폭 확대되며, 청년일경험지원 및 일자리도약장려금도 확대 지원된다."
TRAIN_083,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,고역량 청년을 위해 어떤 지원이 강화되고 있는가?,"고역량 청년을 위해 첨단산업·해외 등 유망분야 양질의 취업을 촉진하기 위한 지원이 강화되고 있다. 산학연협력고도화지원사업과 첨단분야직업훈련이 대폭 확대되고 있으며, 해외 취업을 통한 글로벌 인재 양성을 위한 한미첨단분야 청년교류지원과 K-Move스쿨도 확대되고 있다."
TRAIN_084,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,정부가 콘텐츠 산업을 지원하기 위해 어떤 종류의 펀드를 조성하고 있는가?,"전략펀드와 영상전문투자조합 출자, 케이(K)-콘텐츠 펀드 등을 조성하고 있다."
TRAIN_085,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년에 국내 콘텐츠 시장에 공급될 정책금융의 규모는 얼마인가?,2024년에 국내 콘텐츠 시장에 1조 7천 4백억원 규모의 정책금융이 공급될 예정이다.
TRAIN_086,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,전문체육 분야에서 어떤 사업이 편성되어 국가대표 선수들의 경기력 향상을 위해 진행되었는가?,"국가대표 선수 훈련식비 증액, 국가대표 지도자 수당 인상, 진천선수촌 수영장 경영풀 환경 개선 등의 사업이 편성되었다."
TRAIN_087,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,정부는 어떤 분야에 R&D 투자를 집중할 계획인가?,"기초원천 기술, 차세대기술 역량을 키우는데 집중 활용될 계획이며, 국가전략기술에 대한 정부 R&D 투자를 확대하고, 바이오·우주 등 첨단분야 중심으로 대규모 전략프로젝트를 추진하고, 글로벌 R&D도 대폭 확대할 예정이다."
TRAIN_088,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 R&D 분야 재정투자 계획 중 가장 큰 감소율을 보이는 분야는 무엇인가?,교육 분야가 -53.8%로 가장 큰 감소율을 보이고 있다.
TRAIN_089,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,세계 최고 수준의 네트워크 인프라 환경을 구축하기 위해 어떤 방식으로 투자가 확대되고 있는가?,"세계 최고 수준의 네트워크 인프라 환경을 구축하기 위해 양자기술 등 차세대 통신·컴퓨팅 핵심기술 개발을 안정적으로 지원하고, 투자가 확대되고 있다."
TRAIN_090,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,재정지원을 통해 소상공인들의 경영부담을 완화하기 위해 어떤 프로그램이 신설되었는가?,이자를 최대 1.5%p 감면하고 고리 대출을 저리 정책자금으로 대환하는 프로그램이 신설되었다.
TRAIN_091,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 해외 인재 유입을 위해 신설된 제도는 무엇인가?,해외 인재 유입을 위해 해외 우수 스타트업을 발굴하여 지원하는 K-스카우터 제도가 신설되었다.
TRAIN_092,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,"2024년에 혁신형소형모듈원자로기술개발 부문의 예산은 얼마이며, 전년 대비 어떤 증가율을 보였는가?","2024년에 혁신형소형모듈원자로기술개발 부문의 예산은 333억원이며, 전년 대비 753.8% 증가하였다."
TRAIN_093,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,교통약자의 이동편의를 증진하기 위해 어떤 사업을 확대하고 지속적으로 지원할 것인가?,교통약자의 이동편의를 증진하기 위해 '특별교통수단 도입 및 운영비 지원'을 확대하고 '저상버스 도입'을 지속적으로 지원할 것이다.
TRAIN_094,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,어떤 기술을 홍수피해에 선제적으로 대응하기 위해 우선 투자하고 있나요?,"인공지능(AI) 홍수예보, 댐-하천 디지털 트윈기술에 우선 투자하고 있습니다."
TRAIN_095,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,식량안보를 강화하기 위해 어떤 정책이 시행되고 있는가?,"농축산물 할인지원, 무기질비료 가격보조, 유가연동보조금, 사료구매자금 지원 등이 시행되고 있다."
TRAIN_096,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,재정투자 계획에 따르면 농업·농촌 분야의 예산이 2023년에 비해 2024년에 얼마나 변화하는가?,"2024년에 농업·농촌 분야의 예산은 185,578억원으로 2023년 대비 4.6% 증가한다."
TRAIN_097,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,임업인의 소득안정과 공익적 기능 강화를 위해 어떠한 지원책이 시행되고 있는가?,"임업인의 소득안정과 공익적 기능을 강화하기 위해 임업직불금, 산림사업종합자금, 교육사업 등이 실시되고 있다."
TRAIN_098,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,하수관로정비 사업 예산은 2023년 대비 2024년에 얼마나 증가했는가?,"하수관로정비 사업 예산은 2023년 9,531억원에서 2024년 1조 2,816억원으로 증가하여 34.5% 증가하였다."
TRAIN_099,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국방부가 장병 복무여건을 획기적으로 개선하기 위해 어떤 조치를 취하고 있는가?,"병 봉급, 사회진출지원금을 국정과제 스케줄에 따라 인상하고, 지역상생장병특식을 확대하며, 단기복무장려금·수당 인상, 주택수당 지급대상 확대, 당직근무비 인상 등을 통해 초급간부의 지원율을 제고하고 있다."
TRAIN_100,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 인도적지원(ODA)은 어떤 이유로 역대 최대 폭으로 확대되었는가?,"글로벌 중추국가로서 책임있는 역할을 수행하고, 우리 기업과 청년의 해외 진출, 전략지역 지원 등 핵심 국익과 연계를 위하여."
TRAIN_101,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,마약범죄를 근절하기 위해 어떤 방안들이 체계적으로 지원되고 있는가?,"대국민 예방교육, 수사·감시 장비 도입, 중독재활센터 확충 등 예방→수사→재활 전주기를 체계적으로 지원하고 있다."
TRAIN_102,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,범죄피해약자인 아동·여성 등에 대한 어떤 지원이 확대되고 있는가?,아동·여성 등 범죄피해약자에 대한 지원을 강화하기 위해 원스톱솔루션 센터 설치 및 피해자 국선 전담변호사를 10명 증원하는 등의 조치가 이루어지고 있다.
TRAIN_103,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국회의 입법활동 및 의정활동을 지원하기 위해 어떤 활동들이 실시되고 있는가?,"국회 정책세미나·토론회·간담회 실시간 생중계 시스템 구축, SNS 영상 제작 지원 및 의정활동 안내 문자메시지 발송 등을 통해 국회 입법활동 및 의정활동을 지원하고 있다."
TRAIN_104,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2023년 대비 2024년에 지방교부세가 얼마나 감소했는가?,"지방교부세가 2023년 대비 2024년에 11.3% 감소하여 752,883억원에서 667,593억원으로 감소했다."
TRAIN_105,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,'새출발기금'은 무엇인가? ,코로나 피해 자영업자·소상공인의 채무상환 부담을 완화하기 위한 기금
TRAIN_106,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2023년도 국방 분야의 예산 중 가장 큰 금액이 할당된 세부 항목은 무엇인가요?,국방 분야의 예산 중 가장 큰 금액이 할당된 세부 항목은 '병력운영 (Military Personnel Management)' 입니다.
TRAIN_107,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2023년도 사회복지 분야의 예산 중 가장 작은 금액이 할당된 세부 항목은 무엇인가요?,사회복지 분야의 예산 중 가장 작은 금액이 할당된 세부 항목은 '노동 (Labor)' 입니다.
TRAIN_108,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국가첨단전략산업 특화단지에 대한 지원 계획은 어떻게 되어 있는가?,"국가첨단전략산업 특화단지에 대한 저리융자, 기반시설 구축, 현장 맞춤형 실무교육 등을 종합적으로 지원할 계획이다."
TRAIN_109,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,가족돌봄청년을 위해 신규로 지원되는 혜택은 무엇인가요?,자기돌봄비(연200만원)와 돌봄코디네이터를 통한 밀착 사례관리 및 자조모임 등을 신규로 지원한다.
TRAIN_110,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,의료 분야에 대한 국고 지원이 어떻게 확대되고 있는가?,"달빛어린이병원(45개소)에 대해 국고 지원에 착수하고, 소아환자에게 24시간 의료상담을 제공하는 24시간 상담센터를 신설하고, 어린이 공공전문진료센터와 소아암 전문거점병원을 확충하고, 전공의 수련수당도 신규 지원하고 있다."
TRAIN_111,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,세외수입은 어떠한 세부 항목으로 구성되어 있는가?,세외수입은 소득세·법인세·상속증여세·부가가치세·개별소비세·증권거래세·인지세 등으로 구성되어 있다.
TRAIN_112,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년도 예산안에서 세외수입 중 가장 큰 규모를 차지하는 세입항목은 무엇인가?,정부내부수입및기타 (Trust from Other & Others from Other A/C)
TRAIN_113,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2023년 기획재정부의 총세입예산은 얼마인가요?,"438,715,377백만원"
TRAIN_114,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,기초생활보장제도 4대 급여의 예산 규모는 2023년 대비 2024년에 어떻게 변화되는가?,2023년 17.8조원에서 2024년 19.4조원으로 확대된다.
TRAIN_115,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,장애인 고용장려금은 2023년 대비 2024년에 어떻게 변화했는가?,"장애인 고용장려금은 2023년에 2,977억원이었고, 2024년에 3,234억원으로 증가했다."
TRAIN_116,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,"정부가 '지역활성화 투자 펀드'를 조성하기 위해 어떤 자금을 활용할 예정이며, 어떤 방식으로 운용될 것인가?","정부가 총 3,000억(재정 1,000억 + 지방소멸기금 1,000억 + 산업은행 1,000억) 수준의 모펀드를 조성할 예정이며, 지자체와 민간 금융사가 자펀드를 결성하여 대규모의 프로젝트 파이낸싱(PF)를 추진할 것이다."
TRAIN_117,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,"어떤 국가들을 대상으로 인도적 지원을 확대할 것이며, 어떤 위험에 노출된 국가들을 주로 지원할 계획인가요?","우크라이나 등 분쟁지역과, 기후변화·식량위기 등 위험에 노출된 취약국을 대상으로 인도적 지원을 확대할 것이다."
TRAIN_118,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 일자리 분야 재정 투자 계획에서 직접일자리 예산이 전년도 대비 어떤 변화를 보였는가?,"직접일자리 예산은 2023년 31,837억원에서 2024년 35,569억원으로 11.7% 증가했다."
TRAIN_119,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 교육분야 재정투자 규모는 전년 대비 어떻게 변화했는가?,"89.8조원으로, 2023년 96.3조원 보다 6.5조원, 6.7% 감소했다."
